filename,region,x,y,block_x,block_y,split,positive_fraction
EstuariesA_12160_16512.npy,EstuariesA,12160,16512,6,8,train,0.00001526
EstuariesA_12160_16640.npy,EstuariesA,12160,16640,6,8,train,0.01493835
EstuariesA_12160_16768.npy,EstuariesA,12160,16768,6,8,train,0.03782654
EstuariesA_12160_16896.npy,EstuariesA,12160,16896,6,8,train,0.02290344
EstuariesA_12288_15616.npy,EstuariesA,12288,15616,6,7,train,0.01329041
EstuariesA_12288_15744.npy,EstuariesA,12288,15744,6,7,train,0.06263733
EstuariesA_12288_15872.npy,EstuariesA,12288,15872,6,7,train,0.11213684
EstuariesA_12288_16000.npy,EstuariesA,12288,16000,6,7,train,0.19134521
EstuariesA_12288_16128.npy,EstuariesA,12288,16128,6,7,train,0.23574829
EstuariesA_12288_16256.npy,EstuariesA,12288,16256,6,8,train,0.28703308
EstuariesA_12288_16384.npy,EstuariesA,12288,16384,6,8,train,0.35511780
EstuariesA_12288_16512.npy,EstuariesA,12288,16512,6,8,train,0.36968994
EstuariesA_12288_16640.npy,EstuariesA,12288,16640,6,8,train,0.45166016
EstuariesA_12288_16768.npy,EstuariesA,12288,16768,6,8,train,0.42704773
EstuariesA_12288_16896.npy,EstuariesA,12288,16896,6,8,train,0.16979980
EstuariesA_12288_17280.npy,EstuariesA,12288,17280,6,8,train,0.00000000
EstuariesA_12416_15872.npy,EstuariesA,12416,15872,6,7,train,0.01768494
EstuariesA_12416_16000.npy,EstuariesA,12416,16000,6,7,train,0.11961365
EstuariesA_12416_16128.npy,EstuariesA,12416,16128,6,7,train,0.20088196
EstuariesA_12416_16256.npy,EstuariesA,12416,16256,6,8,train,0.21752930
EstuariesA_12416_16384.npy,EstuariesA,12416,16384,6,8,train,0.41023254
EstuariesA_12416_16512.npy,EstuariesA,12416,16512,6,8,train,0.62162781
EstuariesA_12416_16640.npy,EstuariesA,12416,16640,6,8,train,0.81781006
EstuariesA_12416_16768.npy,EstuariesA,12416,16768,6,8,train,0.83558655
EstuariesA_12416_16896.npy,EstuariesA,12416,16896,6,8,train,0.35769653
EstuariesA_12416_17024.npy,EstuariesA,12416,17024,6,8,train,0.00994873
EstuariesA_12416_17536.npy,EstuariesA,12416,17536,6,8,train,0.00000000
EstuariesA_12544_16384.npy,EstuariesA,12544,16384,6,8,train,0.12864685
EstuariesA_12544_16512.npy,EstuariesA,12544,16512,6,8,train,0.35578918
EstuariesA_12544_16640.npy,EstuariesA,12544,16640,6,8,train,0.62687683
EstuariesA_12544_16768.npy,EstuariesA,12544,16768,6,8,train,0.83528137
EstuariesA_12544_16896.npy,EstuariesA,12544,16896,6,8,train,0.66117859
EstuariesA_12544_17024.npy,EstuariesA,12544,17024,6,8,train,0.35217285
EstuariesA_12544_17152.npy,EstuariesA,12544,17152,6,8,train,0.18760681
EstuariesA_12544_17280.npy,EstuariesA,12544,17280,6,8,train,0.06939697
EstuariesA_12544_17408.npy,EstuariesA,12544,17408,6,8,train,0.00833130
EstuariesA_12544_17536.npy,EstuariesA,12544,17536,6,8,train,0.05680847
EstuariesA_12672_16384.npy,EstuariesA,12672,16384,6,8,train,0.01226807
EstuariesA_12672_16512.npy,EstuariesA,12672,16512,6,8,train,0.10383606
EstuariesA_12672_16640.npy,EstuariesA,12672,16640,6,8,train,0.24578857
EstuariesA_12672_16768.npy,EstuariesA,12672,16768,6,8,train,0.39682007
EstuariesA_12672_16896.npy,EstuariesA,12672,16896,6,8,train,0.60545349
EstuariesA_12672_17024.npy,EstuariesA,12672,17024,6,8,train,0.60484314
EstuariesA_12672_17152.npy,EstuariesA,12672,17152,6,8,train,0.46360779
EstuariesA_12672_17280.npy,EstuariesA,12672,17280,6,8,train,0.42810059
EstuariesA_12672_17408.npy,EstuariesA,12672,17408,6,8,train,0.24809265
EstuariesA_12672_17536.npy,EstuariesA,12672,17536,6,8,train,0.26356506
EstuariesA_12672_17664.npy,EstuariesA,12672,17664,6,8,train,0.31542969
EstuariesA_12800_16768.npy,EstuariesA,12800,16768,6,8,train,0.00790405
EstuariesA_12800_16896.npy,EstuariesA,12800,16896,6,8,train,0.15507507
EstuariesA_12800_17024.npy,EstuariesA,12800,17024,6,8,train,0.28385925
EstuariesA_12800_17152.npy,EstuariesA,12800,17152,6,8,train,0.41943359
EstuariesA_12800_17280.npy,EstuariesA,12800,17280,6,8,train,0.69601440
EstuariesA_12800_17408.npy,EstuariesA,12800,17408,6,8,train,0.68354797
EstuariesA_12800_17536.npy,EstuariesA,12800,17536,6,8,train,0.65849304
EstuariesA_12800_17664.npy,EstuariesA,12800,17664,6,8,train,0.67553711
EstuariesA_128_1792.npy,EstuariesA,128,1792,0,0,excluded,0.02357483
EstuariesA_128_1920.npy,EstuariesA,128,1920,0,1,test,0.02357483
EstuariesA_128_2432.npy,EstuariesA,128,2432,0,1,test,0.01359558
EstuariesA_128_2560.npy,EstuariesA,128,2560,0,1,test,0.03662109
EstuariesA_128_2688.npy,EstuariesA,128,2688,0,1,test,0.16168213
EstuariesA_12928_17024.npy,EstuariesA,12928,17024,6,8,train,0.02124023
EstuariesA_12928_17152.npy,EstuariesA,12928,17152,6,8,train,0.14343262
EstuariesA_12928_17280.npy,EstuariesA,12928,17280,6,8,train,0.33770752
EstuariesA_12928_17408.npy,EstuariesA,12928,17408,6,8,train,0.49459839
EstuariesA_12928_17536.npy,EstuariesA,12928,17536,6,8,train,0.71096802
EstuariesA_12928_17664.npy,EstuariesA,12928,17664,6,8,train,0.84501648
EstuariesA_12928_17792.npy,EstuariesA,12928,17792,6,8,train,0.59843445
EstuariesA_13056_17280.npy,EstuariesA,13056,17280,6,8,train,0.00039673
EstuariesA_13056_17408.npy,EstuariesA,13056,17408,6,8,train,0.05081177
EstuariesA_13056_17536.npy,EstuariesA,13056,17536,6,8,train,0.25923157
EstuariesA_13056_17664.npy,EstuariesA,13056,17664,6,8,train,0.45417786
EstuariesA_13056_17792.npy,EstuariesA,13056,17792,6,8,train,0.51081848
EstuariesA_13056_17920.npy,EstuariesA,13056,17920,6,8,excluded,0.51954651
EstuariesA_13184_17408.npy,EstuariesA,13184,17408,6,8,train,0.00000000
EstuariesA_13184_17664.npy,EstuariesA,13184,17664,6,8,train,0.03747559
EstuariesA_13184_17792.npy,EstuariesA,13184,17792,6,8,train,0.11763000
EstuariesA_13184_17920.npy,EstuariesA,13184,17920,6,8,excluded,0.22833252
EstuariesA_13184_18048.npy,EstuariesA,13184,18048,6,8,excluded,0.35879517
EstuariesA_13312_17920.npy,EstuariesA,13312,17920,6,8,excluded,0.01918030
EstuariesA_13312_18048.npy,EstuariesA,13312,18048,6,8,excluded,0.18806458
EstuariesA_13312_18176.npy,EstuariesA,13312,18176,6,8,excluded,0.40710449
EstuariesA_13312_18304.npy,EstuariesA,13312,18304,6,9,test,0.54490662
EstuariesA_13312_18432.npy,EstuariesA,13312,18432,6,9,test,0.60731506
EstuariesA_13440_18176.npy,EstuariesA,13440,18176,6,8,excluded,0.05563354
EstuariesA_13440_18304.npy,EstuariesA,13440,18304,6,9,test,0.22462463
EstuariesA_13440_18432.npy,EstuariesA,13440,18432,6,9,test,0.39256287
EstuariesA_13440_18560.npy,EstuariesA,13440,18560,6,9,test,0.37124634
EstuariesA_13440_18688.npy,EstuariesA,13440,18688,6,9,test,0.25608826
EstuariesA_13568_18304.npy,EstuariesA,13568,18304,6,9,test,0.00000000
EstuariesA_13568_18432.npy,EstuariesA,13568,18432,6,9,test,0.00256348
EstuariesA_13568_18560.npy,EstuariesA,13568,18560,6,9,test,0.06498718
EstuariesA_13568_18688.npy,EstuariesA,13568,18688,6,9,test,0.17083740
EstuariesA_13568_18816.npy,EstuariesA,13568,18816,6,9,test,0.27294922
EstuariesA_13568_18944.npy,EstuariesA,13568,18944,6,9,test,0.30520630
EstuariesA_13568_19072.npy,EstuariesA,13568,19072,6,9,test,0.39372253
EstuariesA_13568_19200.npy,EstuariesA,13568,19200,6,9,test,0.49348450
EstuariesA_13568_19328.npy,EstuariesA,13568,19328,6,9,test,0.38671875
EstuariesA_13696_18816.npy,EstuariesA,13696,18816,6,9,test,0.01809692
EstuariesA_13696_18944.npy,EstuariesA,13696,18944,6,9,test,0.11416626
EstuariesA_13696_19072.npy,EstuariesA,13696,19072,6,9,test,0.27494812
EstuariesA_13696_19200.npy,EstuariesA,13696,19200,6,9,test,0.37699890
EstuariesA_13696_19328.npy,EstuariesA,13696,19328,6,9,test,0.32077026
EstuariesA_13696_19456.npy,EstuariesA,13696,19456,6,9,test,0.13981628
EstuariesA_13824_19072.npy,EstuariesA,13824,19072,6,9,test,0.00000000
EstuariesA_13824_19712.npy,EstuariesA,13824,19712,6,9,test,0.00006104
EstuariesA_13952_19712.npy,EstuariesA,13952,19712,6,9,test,0.00006104
EstuariesA_13952_19840.npy,EstuariesA,13952,19840,6,9,test,0.02182007
EstuariesA_13952_19968.npy,EstuariesA,13952,19968,6,9,test,0.05451965
EstuariesA_14080_19968.npy,EstuariesA,14080,19968,6,9,test,0.01318359
EstuariesA_14080_20096.npy,EstuariesA,14080,20096,6,9,test,0.03013611
EstuariesA_14080_20224.npy,EstuariesA,14080,20224,6,9,test,0.11988831
EstuariesA_14080_20352.npy,EstuariesA,14080,20352,6,10,excluded,0.28108215
EstuariesA_14208_20224.npy,EstuariesA,14208,20224,7,9,excluded,0.06489563
EstuariesA_14208_20352.npy,EstuariesA,14208,20352,7,10,test,0.20310974
EstuariesA_14208_20480.npy,EstuariesA,14208,20480,7,10,test,0.33596802
EstuariesA_14208_20608.npy,EstuariesA,14208,20608,7,10,test,0.39225769
EstuariesA_14208_20736.npy,EstuariesA,14208,20736,7,10,test,0.34983826
EstuariesA_14336_20480.npy,EstuariesA,14336,20480,7,10,test,0.02911377
EstuariesA_14336_20608.npy,EstuariesA,14336,20608,7,10,test,0.17224121
EstuariesA_14336_20736.npy,EstuariesA,14336,20736,7,10,test,0.27841187
EstuariesA_14592_21248.npy,EstuariesA,14592,21248,7,10,test,0.00382996
EstuariesA_14592_21376.npy,EstuariesA,14592,21376,7,10,test,0.07948303
EstuariesA_14592_21504.npy,EstuariesA,14592,21504,7,10,test,0.12287903
EstuariesA_14592_21632.npy,EstuariesA,14592,21632,7,10,test,0.06324768
EstuariesA_14592_22784.npy,EstuariesA,14592,22784,7,11,train,0.04286194
EstuariesA_14592_22912.npy,EstuariesA,14592,22912,7,11,train,0.04048157
EstuariesA_14720_21248.npy,EstuariesA,14720,21248,7,10,test,0.00000000
EstuariesA_14720_21376.npy,EstuariesA,14720,21376,7,10,test,0.00000000
EstuariesA_14720_21504.npy,EstuariesA,14720,21504,7,10,test,0.01287842
EstuariesA_14720_21632.npy,EstuariesA,14720,21632,7,10,test,0.02890015
EstuariesA_14720_21760.npy,EstuariesA,14720,21760,7,10,test,0.01602173
EstuariesA_14720_22784.npy,EstuariesA,14720,22784,7,11,train,0.25686646
EstuariesA_14720_22912.npy,EstuariesA,14720,22912,7,11,train,0.22651672
EstuariesA_14848_22016.npy,EstuariesA,14848,22016,7,10,test,0.02787781
EstuariesA_14848_22144.npy,EstuariesA,14848,22144,7,10,test,0.13989258
EstuariesA_14848_22272.npy,EstuariesA,14848,22272,7,10,test,0.22335815
EstuariesA_14848_22400.npy,EstuariesA,14848,22400,7,11,excluded,0.37597656
EstuariesA_14848_22528.npy,EstuariesA,14848,22528,7,11,excluded,0.42788696
EstuariesA_14848_22656.npy,EstuariesA,14848,22656,7,11,excluded,0.28416443
EstuariesA_14848_22784.npy,EstuariesA,14848,22784,7,11,train,0.55534363
EstuariesA_14848_22912.npy,EstuariesA,14848,22912,7,11,train,0.54692078
EstuariesA_14848_23040.npy,EstuariesA,14848,23040,7,11,train,0.11248779
EstuariesA_14976_22272.npy,EstuariesA,14976,22272,7,10,test,0.02722168
EstuariesA_14976_22400.npy,EstuariesA,14976,22400,7,11,excluded,0.21939087
EstuariesA_14976_22528.npy,EstuariesA,14976,22528,7,11,excluded,0.32286072
EstuariesA_14976_22656.npy,EstuariesA,14976,22656,7,11,excluded,0.26286316
EstuariesA_14976_22784.npy,EstuariesA,14976,22784,7,11,train,0.56552124
EstuariesA_14976_22912.npy,EstuariesA,14976,22912,7,11,train,0.79057312
EstuariesA_14976_23040.npy,EstuariesA,14976,23040,7,11,train,0.45957947
EstuariesA_15104_22400.npy,EstuariesA,15104,22400,7,11,excluded,0.00282288
EstuariesA_15104_22528.npy,EstuariesA,15104,22528,7,11,excluded,0.01356506
EstuariesA_15104_22656.npy,EstuariesA,15104,22656,7,11,excluded,0.05082703
EstuariesA_15104_22784.npy,EstuariesA,15104,22784,7,11,train,0.22737122
EstuariesA_15104_22912.npy,EstuariesA,15104,22912,7,11,train,0.52978516
EstuariesA_15104_23040.npy,EstuariesA,15104,23040,7,11,train,0.61602783
EstuariesA_15104_23168.npy,EstuariesA,15104,23168,7,11,train,0.28453064
EstuariesA_15104_26624.npy,EstuariesA,15104,26624,7,13,val,0.13778687
EstuariesA_15104_26752.npy,EstuariesA,15104,26752,7,13,val,0.30377197
EstuariesA_15232_22784.npy,EstuariesA,15232,22784,7,11,train,0.00318909
EstuariesA_15232_22912.npy,EstuariesA,15232,22912,7,11,train,0.10009766
EstuariesA_15232_23040.npy,EstuariesA,15232,23040,7,11,train,0.31504822
EstuariesA_15232_23168.npy,EstuariesA,15232,23168,7,11,train,0.33776855
EstuariesA_15232_26496.npy,EstuariesA,15232,26496,7,13,val,0.24812317
EstuariesA_15232_26624.npy,EstuariesA,15232,26624,7,13,val,0.36982727
EstuariesA_15232_26752.npy,EstuariesA,15232,26752,7,13,val,0.43551636
EstuariesA_15360_23040.npy,EstuariesA,15360,23040,7,11,train,0.04696655
EstuariesA_15360_23168.npy,EstuariesA,15360,23168,7,11,train,0.16658020
EstuariesA_15360_23296.npy,EstuariesA,15360,23296,7,11,train,0.22853088
EstuariesA_15360_23424.npy,EstuariesA,15360,23424,7,11,train,0.14607239
EstuariesA_15360_23552.npy,EstuariesA,15360,23552,7,11,train,0.04293823
EstuariesA_15360_23680.npy,EstuariesA,15360,23680,7,11,train,0.02810669
EstuariesA_15360_23808.npy,EstuariesA,15360,23808,7,11,train,0.16403198
EstuariesA_15360_23936.npy,EstuariesA,15360,23936,7,11,train,0.37080383
EstuariesA_15360_24064.npy,EstuariesA,15360,24064,7,11,train,0.48158264
EstuariesA_15360_24192.npy,EstuariesA,15360,24192,7,11,train,0.46148682
EstuariesA_15360_26496.npy,EstuariesA,15360,26496,7,13,val,0.36437988
EstuariesA_15360_26624.npy,EstuariesA,15360,26624,7,13,val,0.43084717
EstuariesA_15360_26752.npy,EstuariesA,15360,26752,7,13,val,0.36578369
EstuariesA_15488_23296.npy,EstuariesA,15488,23296,7,11,train,0.00004578
EstuariesA_15488_23424.npy,EstuariesA,15488,23424,7,11,train,0.00039673
EstuariesA_15488_23552.npy,EstuariesA,15488,23552,7,11,train,0.00582886
EstuariesA_15488_23680.npy,EstuariesA,15488,23680,7,11,train,0.02058411
EstuariesA_15488_23808.npy,EstuariesA,15488,23808,7,11,train,0.06668091
EstuariesA_15488_23936.npy,EstuariesA,15488,23936,7,11,train,0.21461487
EstuariesA_15488_24064.npy,EstuariesA,15488,24064,7,11,train,0.39613342
EstuariesA_15488_24192.npy,EstuariesA,15488,24192,7,11,train,0.40383911
EstuariesA_15488_24320.npy,EstuariesA,15488,24320,7,11,train,0.24130249
EstuariesA_15488_24448.npy,EstuariesA,15488,24448,7,12,train,0.17955017
EstuariesA_15488_24576.npy,EstuariesA,15488,24576,7,12,train,0.26918030
EstuariesA_15488_26496.npy,EstuariesA,15488,26496,7,13,val,0.15586853
EstuariesA_15488_26624.npy,EstuariesA,15488,26624,7,13,val,0.16673279
EstuariesA_15488_26752.npy,EstuariesA,15488,26752,7,13,val,0.23066711
EstuariesA_15488_26880.npy,EstuariesA,15488,26880,7,13,val,0.25141907
EstuariesA_15616_23936.npy,EstuariesA,15616,23936,7,11,train,0.00030518
EstuariesA_15616_24064.npy,EstuariesA,15616,24064,7,11,train,0.00555420
EstuariesA_15616_24192.npy,EstuariesA,15616,24192,7,11,train,0.01025391
EstuariesA_15616_24320.npy,EstuariesA,15616,24320,7,11,train,0.01147461
EstuariesA_15616_24448.npy,EstuariesA,15616,24448,7,12,train,0.04685974
EstuariesA_15616_24576.npy,EstuariesA,15616,24576,7,12,train,0.15939331
EstuariesA_15616_26368.npy,EstuariesA,15616,26368,7,12,excluded,0.00000000
EstuariesA_15616_26624.npy,EstuariesA,15616,26624,7,13,val,0.00006104
EstuariesA_15616_26752.npy,EstuariesA,15616,26752,7,13,val,0.08377075
EstuariesA_15616_26880.npy,EstuariesA,15616,26880,7,13,val,0.11877441
EstuariesA_15616_27008.npy,EstuariesA,15616,27008,7,13,val,0.06677246
EstuariesA_15616_27648.npy,EstuariesA,15616,27648,7,13,val,0.19348145
EstuariesA_15744_24576.npy,EstuariesA,15744,24576,7,12,train,0.04090881
EstuariesA_15744_24704.npy,EstuariesA,15744,24704,7,12,train,0.04090881
EstuariesA_15744_26368.npy,EstuariesA,15744,26368,7,12,excluded,0.00000000
EstuariesA_15744_26752.npy,EstuariesA,15744,26752,7,13,val,0.00143433
EstuariesA_15744_26880.npy,EstuariesA,15744,26880,7,13,val,0.00143433
EstuariesA_15744_27008.npy,EstuariesA,15744,27008,7,13,val,0.00477600
EstuariesA_15744_27136.npy,EstuariesA,15744,27136,7,13,val,0.02291870
EstuariesA_15744_27264.npy,EstuariesA,15744,27264,7,13,val,0.01814270
EstuariesA_15744_27520.npy,EstuariesA,15744,27520,7,13,val,0.10855103
EstuariesA_15744_27648.npy,EstuariesA,15744,27648,7,13,val,0.34866333
EstuariesA_15872_24320.npy,EstuariesA,15872,24320,7,11,train,0.00000000
EstuariesA_15872_25984.npy,EstuariesA,15872,25984,7,12,train,0.00000000
EstuariesA_15872_26240.npy,EstuariesA,15872,26240,7,12,excluded,0.00000000
EstuariesA_15872_26880.npy,EstuariesA,15872,26880,7,13,val,0.00000000
EstuariesA_15872_27008.npy,EstuariesA,15872,27008,7,13,val,0.00000000
EstuariesA_15872_27392.npy,EstuariesA,15872,27392,7,13,val,0.00592041
EstuariesA_15872_27520.npy,EstuariesA,15872,27520,7,13,val,0.20204163
EstuariesA_15872_27648.npy,EstuariesA,15872,27648,7,13,val,0.41226196
EstuariesA_15872_27776.npy,EstuariesA,15872,27776,7,13,val,0.28561401
EstuariesA_16000_24704.npy,EstuariesA,16000,24704,7,12,train,0.00000000
EstuariesA_16000_26752.npy,EstuariesA,16000,26752,7,13,val,0.00000000
EstuariesA_16000_27264.npy,EstuariesA,16000,27264,7,13,val,0.00000000
EstuariesA_16000_27392.npy,EstuariesA,16000,27392,7,13,val,0.00592041
EstuariesA_16000_27520.npy,EstuariesA,16000,27520,7,13,val,0.12866211
EstuariesA_16000_27648.npy,EstuariesA,16000,27648,7,13,val,0.30285645
EstuariesA_16000_27776.npy,EstuariesA,16000,27776,7,13,val,0.32933044
EstuariesA_16000_27904.npy,EstuariesA,16000,27904,7,13,val,0.14921570
EstuariesA_16128_25472.npy,EstuariesA,16128,25472,7,12,train,0.00000000
EstuariesA_16128_26368.npy,EstuariesA,16128,26368,7,12,excluded,0.00000000
EstuariesA_16128_26880.npy,EstuariesA,16128,26880,7,13,val,0.00000000
EstuariesA_16128_27008.npy,EstuariesA,16128,27008,7,13,val,0.00000000
EstuariesA_16128_27264.npy,EstuariesA,16128,27264,7,13,val,0.00000000
EstuariesA_16128_27520.npy,EstuariesA,16128,27520,7,13,val,0.00000000
EstuariesA_16128_27648.npy,EstuariesA,16128,27648,7,13,val,0.15452576
EstuariesA_16128_27776.npy,EstuariesA,16128,27776,7,13,val,0.30123901
EstuariesA_16128_27904.npy,EstuariesA,16128,27904,7,13,val,0.14671326
EstuariesA_16256_24960.npy,EstuariesA,16256,24960,8,12,train,0.00000000
EstuariesA_16256_25216.npy,EstuariesA,16256,25216,8,12,train,0.00000000
EstuariesA_16256_25600.npy,EstuariesA,16256,25600,8,12,train,0.00000000
EstuariesA_16256_27136.npy,EstuariesA,16256,27136,8,13,excluded,0.00000000
EstuariesA_16256_27392.npy,EstuariesA,16256,27392,8,13,excluded,0.00000000
EstuariesA_16256_27648.npy,EstuariesA,16256,27648,8,13,excluded,0.04974365
EstuariesA_16256_27776.npy,EstuariesA,16256,27776,8,13,excluded,0.31491089
EstuariesA_16256_27904.npy,EstuariesA,16256,27904,8,13,excluded,0.31298828
EstuariesA_16256_28032.npy,EstuariesA,16256,28032,8,13,excluded,0.17665100
EstuariesA_16256_28160.npy,EstuariesA,16256,28160,8,13,excluded,0.24450684
EstuariesA_16384_27264.npy,EstuariesA,16384,27264,8,13,excluded,0.00000000
EstuariesA_16384_27648.npy,EstuariesA,16384,27648,8,13,excluded,0.00028992
EstuariesA_16384_27776.npy,EstuariesA,16384,27776,8,13,excluded,0.36671448
EstuariesA_16384_27904.npy,EstuariesA,16384,27904,8,13,excluded,0.58578491
EstuariesA_16384_28032.npy,EstuariesA,16384,28032,8,13,excluded,0.42218018
EstuariesA_16384_28160.npy,EstuariesA,16384,28160,8,13,excluded,0.33049011
EstuariesA_16512_27648.npy,EstuariesA,16512,27648,8,13,excluded,0.00000000
EstuariesA_16512_27776.npy,EstuariesA,16512,27776,8,13,excluded,0.17007446
EstuariesA_16512_27904.npy,EstuariesA,16512,27904,8,13,excluded,0.36129761
EstuariesA_16512_28032.npy,EstuariesA,16512,28032,8,13,excluded,0.26521301
EstuariesA_16512_28160.npy,EstuariesA,16512,28160,8,13,excluded,0.08737183
EstuariesA_16512_28288.npy,EstuariesA,16512,28288,8,13,excluded,0.01338196
EstuariesA_16640_27776.npy,EstuariesA,16640,27776,8,13,train,0.01689148
EstuariesA_16640_27904.npy,EstuariesA,16640,27904,8,13,train,0.03657532
EstuariesA_16640_28032.npy,EstuariesA,16640,28032,8,13,train,0.01968384
EstuariesA_16640_28288.npy,EstuariesA,16640,28288,8,13,train,0.00396729
EstuariesA_16768_27904.npy,EstuariesA,16768,27904,8,13,train,0.00000000
EstuariesA_16768_28160.npy,EstuariesA,16768,28160,8,13,train,0.01690674
EstuariesA_16768_28288.npy,EstuariesA,16768,28288,8,13,train,0.20954895
EstuariesA_16768_28416.npy,EstuariesA,16768,28416,8,13,train,0.21685791
EstuariesA_16896_28160.npy,EstuariesA,16896,28160,8,13,train,0.04040527
EstuariesA_16896_28288.npy,EstuariesA,16896,28288,8,13,train,0.33634949
EstuariesA_16896_28416.npy,EstuariesA,16896,28416,8,13,train,0.34779358
EstuariesA_17024_28032.npy,EstuariesA,17024,28032,8,13,train,0.00000000
EstuariesA_17024_28160.npy,EstuariesA,17024,28160,8,13,train,0.02349854
EstuariesA_17024_28288.npy,EstuariesA,17024,28288,8,13,train,0.13421631
EstuariesA_17024_28416.npy,EstuariesA,17024,28416,8,13,train,0.25398254
EstuariesA_17152_28288.npy,EstuariesA,17152,28288,8,13,train,0.00344849
EstuariesA_17152_28416.npy,EstuariesA,17152,28416,8,13,train,0.11935425
EstuariesA_17152_28544.npy,EstuariesA,17152,28544,8,14,train,0.13125610
EstuariesA_17280_28160.npy,EstuariesA,17280,28160,8,13,train,0.00000000
EstuariesA_17280_28416.npy,EstuariesA,17280,28416,8,13,train,0.00045776
EstuariesA_17280_28544.npy,EstuariesA,17280,28544,8,14,train,0.01022339
EstuariesA_17408_28288.npy,EstuariesA,17408,28288,8,13,train,0.00000000
EstuariesA_17408_28416.npy,EstuariesA,17408,28416,8,13,train,0.00000000
EstuariesA_17664_28416.npy,EstuariesA,17664,28416,8,13,train,0.00000000
EstuariesA_17664_28800.npy,EstuariesA,17664,28800,8,14,train,0.00000000
EstuariesA_17792_28416.npy,EstuariesA,17792,28416,8,13,train,0.00000000
EstuariesA_17792_28672.npy,EstuariesA,17792,28672,8,14,train,0.00000000
EstuariesA_17920_28288.npy,EstuariesA,17920,28288,8,13,excluded,0.00000000
EstuariesA_18048_28416.npy,EstuariesA,18048,28416,8,13,excluded,0.00000000
EstuariesA_18048_28928.npy,EstuariesA,18048,28928,8,14,train,0.00000000
EstuariesA_18176_29184.npy,EstuariesA,18176,29184,8,14,train,0.00000000
EstuariesA_18304_28288.npy,EstuariesA,18304,28288,9,13,test,0.00000000
EstuariesA_18304_28416.npy,EstuariesA,18304,28416,9,13,test,0.00000000
EstuariesA_18432_28288.npy,EstuariesA,18432,28288,9,13,test,0.00000000
EstuariesA_18432_28928.npy,EstuariesA,18432,28928,9,14,train,0.00000000
EstuariesA_18432_29312.npy,EstuariesA,18432,29312,9,14,train,0.07208252
EstuariesA_18432_29440.npy,EstuariesA,18432,29440,9,14,train,0.18867493
EstuariesA_18560_28416.npy,EstuariesA,18560,28416,9,13,test,0.00000000
EstuariesA_18560_28544.npy,EstuariesA,18560,28544,9,14,excluded,0.00000000
EstuariesA_18560_29312.npy,EstuariesA,18560,29312,9,14,train,0.02937317
EstuariesA_18560_29440.npy,EstuariesA,18560,29440,9,14,train,0.19142151
EstuariesA_18688_29312.npy,EstuariesA,18688,29312,9,14,train,0.00582886
EstuariesA_18688_29440.npy,EstuariesA,18688,29440,9,14,train,0.08990479
EstuariesA_18816_28544.npy,EstuariesA,18816,28544,9,14,excluded,0.00000000
EstuariesA_18816_28928.npy,EstuariesA,18816,28928,9,14,train,0.00000000
EstuariesA_18944_28544.npy,EstuariesA,18944,28544,9,14,excluded,0.00000000
EstuariesA_19072_28672.npy,EstuariesA,19072,28672,9,14,train,0.00000000
EstuariesA_19072_29184.npy,EstuariesA,19072,29184,9,14,train,0.00000000
EstuariesA_19200_29184.npy,EstuariesA,19200,29184,9,14,train,0.00000000
EstuariesA_19456_28800.npy,EstuariesA,19456,28800,9,14,train,0.00000000
EstuariesA_19456_29312.npy,EstuariesA,19456,29312,9,14,train,0.00000000
